,Word,Sentiment
3104,incoherence,1
3105,incoherent,1
3106,incoherently,1
3107,incommensurate,1
3108,incomparable,1
3109,incomparably,1
3110,incompatibility,1
3111,incompatible,1
3112,incompetence,1
3113,incompetent,1
3114,incompetently,1
3115,incomplete,1
3116,incompliant,1
3117,incomprehensible,1
3118,incomprehension,1
3119,inconceivable,1
3120,inconceivably,1
3121,inconclusive,1
3122,incongruous,1
3123,incongruously,1
3124,inconsequent,1
3125,inconsequently,1
3126,inconsequential,1
3127,inconsequentially,1
3128,inconsiderate,1
3129,inconsiderately,1
3130,inconsistence,1
3131,inconsistencies,1
3132,inconsistency,1
3133,inconsistent,1
3134,inconsolable,1
3135,inconsolably,1
3136,inconstant,1
3137,incontestable,0
3138,incontrovertible,0
3139,inconvenience,1
3140,inconvenient,1
3141,inconveniently,1
3142,incorrect,1
3143,incorrectly,1
3144,incorrigible,1
3145,incorrigibly,1
3146,incorruptible,0
3147,incredible,0
3148,incredibly,0
3149,incredulous,1
3150,incredulously,1
3151,inculcate,1
3152,indebted,0
3153,indecency,1
3154,indecent,1
3155,indecently,1
3156,indecision,1
3157,indecisive,1
3158,indecisively,1
3159,indecorum,1
3160,indefatigable,0
3161,indefensible,1
3162,indefinite,1
3163,indefinitely,1
3164,indelible,0
3165,indelibly,0
3166,indelicate,1
3167,independence,0
3168,independent,0
3169,indescribable,0
3170,indescribably,0
3171,indestructible,0
3172,indeterminable,1
3173,indeterminably,1
3174,indeterminate,1
3175,indifference,1
3176,indifferent,1
3177,indigent,1
3178,indignant,1
3179,indignantly,1
3180,indignation,1
3181,indignity,1
3182,indiscernible,1
3183,indiscreet,1
3184,indiscreetly,1
3185,indiscretion,1
3186,indiscriminate,1
3187,indiscriminating,1
3188,indiscriminately,1
3189,indispensable,0
3190,indispensability,0
3191,indisposed,1
3192,indisputable,0
3193,indistinct,1
3194,indistinctive,1
3195,individuality,0
3196,indoctrinate,1
3197,indoctrination,1
3198,indolent,1
3199,indomitable,0
3200,indomitably,0
3201,indubitable,0
3202,indubitably,0
3203,indulge,1
3204,indulgence,0
3205,indulgent,0
3206,industrious,0
3207,ineffective,1
3208,ineffectively,1
3209,ineffectiveness,1
3210,ineffectual,1
3211,ineffectually,1
3212,ineffectualness,1
3213,inefficacious,1
3214,inefficacy,1
3215,inefficiency,1
3216,inefficient,1
3217,inefficiently,1
3218,ineligible,1
3219,inelegance,1
3220,inelegant,1
3221,ineloquent,1
3222,ineloquently,1
3223,inept,1
3224,ineptitude,1
3225,ineptly,1
3226,inequalities,1
3227,inequality,1
3228,inequitable,1
3229,inequitably,1
3230,inequities,1
3231,inertia,1
3232,inescapable,1
3233,inescapably,1
3234,inessential,1
3235,inestimable,0
3236,inestimably,0
3237,inevitable,1
3238,inevitably,1
3239,inexact,1
3240,inexcusable,1
3241,inexcusably,1
3242,inexorable,1
3243,inexorably,1
3244,inexpensive,0
3245,inexperience,1
3246,inexperienced,1
3247,inexpert,1
3248,inexpertly,1
3249,inexpiable,1
3250,inexplainable,1
3251,inexplicable,1
3252,inextricable,1
3253,inextricably,1
3254,infallible,0
3255,infallibly,0
3256,infallibility,0
3257,infamous,1
3258,infamously,1
3259,infamy,1
3260,infected,1
3261,inferior,1
3262,inferiority,1
3263,infernal,1
3264,infest,1
3265,infested,1
3266,infidel,1
3267,infidels,1
3268,infiltrator,1
3269,infiltrators,1
3270,infirm,1
3271,inflame,1
3272,inflammatory,1
3273,inflated,1
3274,inflationary,1
3275,inflexible,1
3276,inflict,1
3277,influential,0
3278,informative,0
3279,infraction,1
3280,infringe,1
3281,infringement,1
3282,infringements,1
3283,infuriate,1
3284,infuriated,1
3285,infuriating,1
3286,infuriatingly,1
3287,ingenious,0
3288,ingeniously,0
3289,ingenuity,0
3290,ingenuous,0
3291,ingenuously,0
3292,inglorious,1
3293,ingrate,1
3294,ingratiate,0
3295,ingratiating,0
3296,ingratiatingly,0
3297,ingratitude,1
3298,inhibit,1
3299,inhibition,1
3300,inhospitable,1
3301,inhospitality,1
3302,inhuman,1
3303,inhumane,1
3304,inhumanity,1
3305,inimical,1
3306,inimically,1
3307,iniquitous,1
3308,iniquity,1
3309,injudicious,1
3310,injure,1
3311,injurious,1
3312,injury,1
3313,injustice,1
3314,injustices,1
3315,innocence,0
3316,innocent,0
3317,innocently,0
3318,innocuous,0
3319,innovation,0
3320,innovative,0
3321,innuendo,1
3322,inoffensive,0
3323,inopportune,1
3324,inordinate,1
3325,inordinately,1
3326,inquisitive,0
3327,insane,1
3328,insanely,1
3329,insanity,1
3330,insatiable,1
3331,insecure,1
3332,insecurity,1
3333,insensible,1
3334,insensitive,1
3335,insensitively,1
3336,insensitivity,1
3337,insidious,1
3338,insidiously,1
3339,insight,0
3340,insightful,0
3341,insightfully,0
3342,insignificance,1
3343,insignificant,1
3344,insignificantly,1
3345,insincere,1
3346,insincerely,1
3347,insincerity,1
3348,insinuate,1
3349,insinuating,1
3350,insinuation,1
3351,insist,0
3352,insistence,0
3353,insistent,0
3354,insistently,0
3355,insociable,1
3356,isolation,1
3357,insolence,1
3358,insolent,1
3359,insolently,1
3360,insolvent,1
3361,insouciance,1
3362,inspiration,0
3363,inspirational,0
3364,inspire,0
3365,inspiring,0
3366,instability,1
3367,instable,1
3368,instigate,1
3369,instigator,1
3370,instigators,1
3371,instructive,0
3372,instrumental,0
3373,insubordinate,1
3374,insubstantial,1
3375,insubstantially,1
3376,insufferable,1
3377,insufferably,1
3378,insufficiency,1
3379,insufficient,1
3380,insufficiently,1
3381,insular,1
3382,insult,1
3383,insulted,1
3384,insulting,1
3385,insultingly,1
3386,insupportable,1
3387,insupportably,1
3388,insurmountable,1
3389,insurmountably,1
3390,insurrection,1
3391,intact,0
3392,integral,0
3393,integrity,0
3394,intelligent,0
3395,intelligence,0
3396,intelligible,0
3397,intercede,0
3398,interest,0
3399,interested,0
3400,interesting,0
3401,interests,0
3402,interfere,1
3403,interference,1
3404,intermittent,1
3405,interrupt,1
3406,interruption,1
3407,intimacy,0
3408,intimate,0
3409,intimidate,1
3410,intimidating,1
3411,intimidatingly,1
3412,intimidation,1
3413,intolerable,1
3414,intolerablely,1
3415,intolerance,1
3416,intolerant,1
3417,intoxicate,1
3418,intractable,1
3419,intransigence,1
3420,intransigent,1
3421,intricate,0
3422,intrigue,0
3423,intriguing,0
3424,intriguingly,0
3425,intrude,1
3426,intrusion,1
3427,intrusive,1
3428,intuitive,0
3429,inundate,1
3430,inundated,1
3431,invader,1
3432,invalid,1
3433,invalidate,1
3434,invalidity,1
3435,invaluable,0
3436,invaluablely,0
3437,invasive,1
3438,invective,1
3439,inveigle,1
3440,inventive,0
3441,invidious,1
3442,invidiously,1
3443,invidiousness,1
3444,invigorate,0
3445,invigorating,0
3446,invincibility,0
3447,invincible,0
3448,inviolable,0
3449,inviolate,0
3450,invulnerable,0
3451,involuntarily,1
3452,involuntary,1
3453,irate,1
3454,irately,1
3455,ire,1
3456,irk,1
3457,irksome,1
3458,ironic,1
3459,ironies,1
3460,irony,1
3461,irrational,1
3462,irrationality,1
3463,irrationally,1
3464,irreconcilable,1
3465,irredeemable,1
3466,irredeemably,1
3467,irreformable,1
3468,irrefutable,0
3469,irrefutably,0
3470,irregular,1
3471,irregularity,1
3472,irrelevance,1
3473,irrelevant,1
3474,irreparable,1
3475,irreplacible,1
3476,irrepressible,1
3477,irreproachable,0
3478,irresistible,0
3479,irresistibly,0
3480,irresolute,1
3481,irresolvable,1
3482,irresponsible,1
3483,irresponsibly,1
3484,irretrievable,1
3485,irreverence,1
3486,irreverent,1
3487,irreverently,1
3488,irreversible,1
3489,irritable,1
3490,irritably,1
3491,irritant,1
3492,irritate,1
3493,irritated,1
3494,irritating,1
3495,irritation,1
3496,isolate,1
3497,isolated,1
3498,itch,1
3499,jabber,1
3500,jaded,1
3501,jam,1
3502,jar,1
3503,jaundiced,1
3504,jauntily,0
3505,jaunty,0
3506,jealous,1
3507,jealously,1
3508,jealousness,1
3509,jealousy,1
3510,jeer,1
3511,jeering,1
3512,jeeringly,1
3513,jeers,1
3514,jeopardize,1
3515,jeopardy,1
3516,jerk,1
3517,jest,0
3518,jittery,1
3519,jobless,1
3520,joke,0
3521,joker,1
3522,jollify,0
3523,jolly,0
3524,jolt,1
3525,jovial,0
3526,joy,0
3527,joyful,0
3528,joyfully,0
3529,joyless,0
3530,joyous,0
3531,joyously,0
3532,jubilant,0
3533,jubilantly,0
3534,jubilate,0
3535,jubilation,0
3536,judicious,0
3537,jumpy,1
3538,junk,1
3539,junky,1
3540,just,0
3541,justice,0
3542,justifiable,0
3543,justifiably,0
3544,justification,0
3545,justify,0
3546,justly,0
3547,juvenile,1
3548,kaput,1
3549,keen,0
3550,keen,1
3551,keenly,0
3552,keenness,0
3553,kemp,0
3554,kick,1
3555,kid,0
3556,kill,1
3557,killer,1
3558,killjoy,1
3559,kind,0
3560,kindly,0
3561,kindliness,0
3562,kindness,0
3563,kingmaker,0
3564,kiss,0
3565,knave,1
3566,knife,1
3567,knock,1
3568,knowledgeable,0
3569,kook,1
3570,kooky,1
3571,lack,1
3572,lackadaisical,1
3573,lackey,1
3574,lackeys,1
3575,lacking,1
3576,lackluster,1
3577,laconic,1
3578,lag,1
3579,lambast,1
3580,lambaste,1
3581,lame,1
3582,lame-duck,1
3583,lament,1
3584,lamentable,1
3585,lamentably,1
3586,languid,1
3587,languish,1
3588,lanky,1
3589,languor,1
3590,languorous,1
3591,languorously,1
3592,lapse,1
3593,large,0
3594,lark,0
3595,lascivious,1
3596,last-ditch,1
3597,laud,0
3598,laudable,0
3599,laudably,0
3600,laugh,1
3601,laughable,1
3602,laughably,1
3603,laughingstock,1
3604,laughter,1
3605,lavish,0
3606,lavishly,0
3607,law-abiding,0
3608,lawbreaker,1
3609,lawbreaking,1
3610,lawful,0
3611,lawfully,0
3612,lawless,1
3613,lawlessness,1
3614,lax,1
3615,lazy,1
3616,leading,0
3617,leak,1
3618,leakage,1
3619,leaky,1
3620,lean,0
3621,learning,0
3622,learned,0
3623,least,1
3624,lech,1
3625,lecher,1
3626,lecherous,1
3627,lechery,1
3628,lecture,1
3629,leech,1
3630,leer,1
3631,leery,1
3632,left-leaning,1
3633,legendary,0
3634,legitimacy,0
3635,legitimate,0
3636,legitimately,0
3637,lenient,0
3638,leniently,0
3639,less,1
3640,less-developed,1
3641,less-expensive,0
3642,lessen,1
3643,lesser,1
3644,lesser-known,1
3645,letch,1
3646,lethal,1
3647,lethargic,1
3648,lethargy,1
3649,leverage,0
3650,levity,0
3651,lewd,1
3652,lewdly,1
3653,lewdness,1
3654,liable,1
3655,liability,1
3656,liar,1
3657,liars,1
3658,liberal,0
3659,liberation,0
3660,liberalism,0
3661,liberally,0
3662,liberate,0
3663,liberty,0
3664,licentious,1
3665,licentiously,1
3666,licentiousness,1
3667,lie,1
3668,lier,1
3669,lies,1
3670,life-threatening,1
3671,lifeblood,0
3672,lifeless,1
3673,lifelong,0
3674,light,0
3675,light-hearted,0
3676,lighten,0
3677,likable,0
3678,like,0
3679,liking,0
3680,limit,1
3681,limitation,1
3682,limited,1
3683,limp,1
3684,lionhearted,0
3685,listless,1
3686,literate,0
3687,litigious,1
3688,little,1
3689,little-known,1
3690,live,0
3691,lively,0
3692,livid,1
3693,lividly,1
3694,loath,1
3695,loathe,1
3696,loathing,1
3697,loathly,1
3698,loathsome,1
3699,loathsomely,1
3700,lofty,0
3701,logical,0
3702,lone,1
3703,loneliness,1
3704,lonely,1
3705,lonesome,1
3706,long,1
3707,longing,1
3708,longingly,1
3709,loophole,1
3710,loopholes,1
3711,loot,1
3712,lorn,1
3713,losing,1
3714,lose,1
3715,loser,1
3716,loss,1
3717,lost,1
3718,lousy,1
3719,lovable,0
3720,lovably,0
3721,love,0
3722,loveless,1
3723,loveliness,0
3724,lovelorn,1
3725,lover,0
3726,lovely,0
3727,low,1
3728,low-cost,0
3729,low-rated,1
3730,low-risk,0
3731,lower-priced,0
3732,lowly,1
3733,loyal,0
3734,loyalty,0
3735,lucid,0
3736,lucidly,0
3737,luck,0
3738,luckier,0
3739,luckiest,0
3740,luckily,0
3741,luckiness,0
3742,lucky,0
3743,lucrative,0
3744,ludicrous,1
3745,ludicrously,1
3746,lugubrious,1
3747,lukewarm,1
3748,lull,1
3749,luminous,0
3750,lunatic,1
3751,lunaticism,1
3752,lurch,1
3753,lure,1
3754,lurid,1
3755,lurk,1
3756,lurking,1
3757,lush,0
3758,luster,0
3759,lustrous,0
3760,luxuriant,0
3761,luxuriate,0
3762,luxurious,0
3763,luxuriously,0
3764,luxury,0
3765,lying,1
3766,lyrical,0
3767,macabre,1
3768,mad,1
3769,madden,1
3770,maddening,1
3771,maddeningly,1
3772,madder,1
3773,madly,1
3774,madman,1
3775,madness,1
3776,magic,0
3777,magical,0
3778,magnanimous,0
3779,magnanimously,0
3780,magnetic,0
3781,magnificence,0
3782,magnificent,0
3783,magnificently,0
3784,magnify,0
3785,majestic,0
3786,majesty,0
3787,maladjusted,1
3788,maladjustment,1
3789,malady,1
3790,malaise,1
3791,malcontent,1
3792,malcontented,1
3793,maledict,1
3794,malevolence,1
3795,malevolent,1
3796,malevolently,1
3797,malice,1
3798,malicious,1
3799,maliciously,1
3800,maliciousness,1
3801,malign,1
3802,malignant,1
3803,malodorous,1
3804,maltreatment,1
3805,manageable,0
3806,maneuver,1
3807,mangle,1
3808,mania,1
3809,maniac,1
3810,maniacal,1
3811,manic,1
3812,manifest,0
3813,manipulate,1
3814,manipulation,1
3815,manipulative,1
3816,manipulators,1
3817,manly,0
3818,mannerly,0
3819,mar,1
3820,marginal,1
3821,marginally,1
3822,martyrdom,1
3823,martyrdom-seeking,1
3824,marvel,0
3825,marvellous,0
3826,marvelous,0
3827,marvelously,0
3828,marvelousness,0
3829,marvels,0
3830,massacre,1
3831,massacres,1
3832,master,0
3833,masterful,0
3834,masterfully,0
3835,masterpiece,0
3836,masterpieces,0
3837,masters,0
3838,mastery,0
3839,matchless,0
3840,mature,0
3841,maturely,0
3842,maturity,0
3843,maverick,1
3844,mawkish,1
3845,mawkishly,1
3846,mawkishness,1
3847,maxi-devaluation,1
3848,maximize,0
3849,meager,1
3850,mean,1
3851,meaningful,0
3852,meaningless,1
3853,meanness,1
3854,meddle,1
3855,meddlesome,1
3856,mediocre,1
3857,mediocrity,1
3858,meek,0
3859,melancholy,1
3860,mellow,0
3861,melodramatic,1
3862,melodramatically,1
3863,memorable,0
3864,memorialize,0
3865,menace,1
3866,menacing,1
3867,menacingly,1
3868,mend,0
3869,mendacious,1
3870,mendacity,1
3871,menial,1
3872,mentor,0
3873,merciful,0
3874,mercifully,0
3875,merciless,1
3876,mercilessly,1
3877,mercy,0
3878,mere,1
3879,merely,1
3880,merit,0
3881,meritorious,0
3882,merrily,0
3883,merriment,0
3884,merriness,0
3885,merry,0
3886,mesmerize,0
3887,mesmerizing,0
3888,mesmerizingly,0
3889,mess,1
3890,messy,1
3891,meticulous,0
3892,meticulously,0
3893,midget,1
3894,miff,1
3895,might,0
3896,mightily,0
3897,mighty,0
3898,mild,0
3899,militancy,1
3900,mind,1
3901,mindful,0
3902,mindless,1
3903,mindlessly,1
3904,minister,0
3905,miracle,0
3906,miracles,0
3907,miraculous,0
3908,miraculously,0
3909,miraculousness,0
3910,mirage,1
3911,mire,1
3912,mirth,0
3913,misapprehend,1
3914,misbecoming,1
3915,misbecome,1
3916,misbegotten,1
3917,misbehave,1
3918,misbehavior,1
3919,miscalculate,1
3920,miscalculation,1
3921,mischief,1
3922,mischievous,1
3923,mischievously,1
3924,misconception,1
3925,misconceptions,1
3926,miscreant,1
3927,miscreants,1
3928,misdirection,1
3929,miser,1
3930,miserly,1
3931,miserable,1
3932,miserableness,1
3933,miserably,1
3934,miseries,1
3935,misery,1
3936,misfit,1
3937,misfortune,1
3938,misgiving,1
3939,misgivings,1
3940,misguidance,1
3941,misguide,1
3942,misguided,1
3943,mishandle,1
3944,mishap,1
3945,misinform,1
3946,misinformed,1
3947,misinterpret,1
3948,misjudge,1
3949,misjudgment,1
3950,mislead,1
3951,misleading,1
3952,misleadingly,1
3953,mislike,1
3954,mismanage,1
3955,misread,1
3956,misreading,1
3957,misrepresent,1
3958,misrepresentation,1
3959,miss,1
3960,misstatement,1
3961,mistake,1
3962,mistaken,1
3963,mistakenly,1
3964,mistakes,1
3965,mistrust,1
3966,mistrustful,1
3967,mistrustfully,1
3968,misunderstand,1
3969,misunderstood,1
3970,misunderstanding,1
3971,misunderstandings,1
3972,misuse,1
3973,moan,1
3974,mock,1
3975,mockeries,1
3976,mockery,1
3977,mocking,1
3978,mockingly,1
3979,moderate,0
3980,moderation,0
3981,modern,0
3982,modest,0
3983,modesty,0
3984,molest,1
3985,molestation,1
3986,mollify,0
3987,momentous,0
3988,monotonous,1
3989,monotony,1
3990,monster,1
3991,monstrosities,1
3992,monstrosity,1
3993,monstrous,1
3994,monstrously,1
3995,monumental,0
3996,monumentally,0
3997,moody,1
3998,moon,1
3999,moot,1
4000,mope,1
4001,moral,0
4002,morality,0
4003,moralize,0
4004,morbid,1
4005,morbidly,1
4006,mordant,1
4007,mordantly,1
4008,moribund,1
4009,mortification,1
4010,mortified,1
4011,mortify,1
4012,mortifying,1
4013,motionless,1
4014,motivate,0
4015,motivated,0
4016,motivation,0
4017,motley,1
4018,mourn,1
4019,mourner,1
4020,mournful,1
4021,mournfully,1
4022,moving,0
4023,muddle,1
4024,muddy,1
4025,mudslinger,1
4026,mudslinging,1
4027,mulish,1
4028,multi-polarization,1
4029,mundane,1
4030,murder,1
4031,murderous,1
4032,murderously,1
4033,murky,1
4034,muscle-flexing,1
4035,myriad,0
4036,mysterious,1
4037,mysteriously,1
4038,mystery,1
4039,mystify,1
4040,mistified,1
4041,myth,1
4042,nag,1
4043,nagging,1
4044,naive,1
4045,naively,1
4046,narrow,1
4047,narrower,1
4048,nastily,1
4049,nastiness,1
4050,nasty,1
4051,nationalism,1
4052,natural,0
4053,naturally,0
4054,naughty,1
4055,nauseate,1
4056,nauseating,1
4057,nauseatingly,1
4058,navigable,0
4059,neat,0
4060,neatly,0
4061,nebulous,1
4062,nebulously,1
4063,necessarily,0
4064,necessary,0
4065,need,1
4066,needless,1
4067,needlessly,1
4068,needy,1
4069,nefarious,1
4070,nefariously,1
4071,negate,1
4072,negation,1
4073,negative,1
4074,neglect,1
4075,neglected,1
4076,negligent,1
4077,negligence,1
4078,negligible,1
4079,nemesis,1
4080,nettle,1
4081,nettlesome,1
4082,nervous,1
4083,nervously,1
4084,nervousness,1
4085,neurotic,1
4086,neurotically,1
4087,neutralize,0
4088,nice,0
4089,nicely,0
4090,nifty,0
4091,niggle,1
4092,nightmare,1
4093,nightmarish,1
4094,nightmarishly,1
4095,nimble,0
4096,nix,1
4097,noble,0
4098,nobly,0
4099,noisy,1
4100,non-confidence,1
4101,non-violence,0
4102,non-violent,0
4103,nonexistent,1
4104,nonsense,1
4105,normal,0
4106,nosey,1
4107,notable,0
4108,notably,0
4109,noteworthy,0
4110,noticeable,0
4111,notorious,1
4112,notoriously,1
4113,novel,0
4114,nourish,0
4115,nourishing,0
4116,nourishment,0
4117,nuisance,1
4118,numb,1
4119,nurture,0
4120,nurturing,0
4121,oasis,0
4122,obedience,0
4123,obedient,0
4124,obediently,0
4125,obey,0
4126,obese,1
4127,object,1
4128,objection,1
4129,objectionable,1
4130,objections,1
4131,objective,0
4132,objectively,0
4133,obliged,0
4134,oblique,1
4135,obliterate,1
4136,obliterated,1
4137,oblivious,1
4138,obnoxious,1
4139,obnoxiously,1
4140,obscene,1
4141,obscenely,1
4142,obscenity,1
4143,obscure,1
4144,obscurity,1
4145,obsess,1
4146,obsession,1
4147,obsessions,1
4148,obsessive,1
4149,obsessively,1
4150,obsessiveness,1
4151,obsolete,1
4152,obstacle,1
4153,obstinate,1
4154,obstinately,1
4155,obstruct,1
4156,obstruction,1
4157,obtrusive,1
4158,obtuse,1
4159,obviate,0
4160,obviously,1
4161,odd,1
4162,odder,1
4163,oddest,1
4164,oddities,1
4165,oddity,1
4166,oddly,1
4167,offbeat,0
4168,offence,1
4169,offend,1
4170,offending,1
4171,offenses,1
4172,offensive,1
4173,offensively,1
4174,offensiveness,1
4175,officious,1
4176,offset,0
4177,okay,0
4178,ominous,1
4179,ominously,1
4180,omission,1
4181,omit,1
4182,one-side,1
4183,one-sided,1
4184,onerous,1
4185,onerously,1
4186,onslaught,1
4187,onward,0
4188,open,0
4189,openly,0
4190,openness,0
4191,opinionated,1
4192,opponent,1
4193,opportune,0
4194,opportunity,0
4195,opportunistic,1
4196,oppose,1
4197,opposition,1
4198,oppositions,1
4199,oppress,1
4200,oppression,1
4201,oppressive,1
4202,oppressively,1
4203,oppressiveness,1
4204,oppressors,1
4205,optimal,0
4206,optimism,0
4207,optimistic,0
4208,opulent,0
4209,ordeal,1
4210,orderly,0
4211,original,0
4212,originality,0
4213,orphan,1
4214,ostracize,1
4215,outbreak,1
4216,outburst,1
4217,outbursts,1
4218,outcast,1
4219,outcry,1
4220,outdated,1
4221,outdo,0
4222,outgoing,0
4223,outlaw,1
4224,outmoded,1
4225,outrage,1
4226,outraged,1
4227,outrageous,1
4228,outrageously,1
4229,outrageousness,1
4230,outrages,1
4231,outshine,0
4232,outsider,1
4233,outsmart,0
4234,outstanding,0
4235,outstandingly,0
4236,outstrip,0
4237,outwit,0
4238,ovation,0
4239,over-acted,1
4240,over-valuation,1
4241,overachiever,0
4242,overact,1
4243,overacted,1
4244,overawe,1
4245,overbalance,1
4246,overbalanced,1
4247,overbearing,1
4248,overbearingly,1
4249,overblown,1
4250,overcome,1
4251,overdo,1
4252,overdone,1
4253,overdue,1
4254,overemphasize,1
4255,overjoyed,0
4256,overkill,1
4257,overlook,1
4258,overplay,1
4259,overpower,1
4260,overreach,1
4261,overrun,1
4262,overshadow,1
4263,oversight,1
4264,oversimplification,1
4265,oversimplified,1
4266,oversimplify,1
4267,oversized,1
4268,overstate,1
4269,overstatement,1
4270,overstatements,1
4271,overtaxed,1
4272,overthrow,1
4273,overturn,1
4274,overture,0
4275,overwhelm,1
4276,overwhelming,1
4277,overwhelmingly,1
4278,overworked,1
4279,overzealous,1
4280,overzealously,1
4281,pacifist,0
4282,pacifists,0
4283,pain,1
4284,painful,1
4285,painfully,1
4286,painless,0
4287,painlessly,0
4288,pains,1
4289,painstaking,0
4290,painstakingly,0
4291,palatable,0
4292,palatial,0
4293,pale,1
4294,palliate,0
4295,paltry,1
4296,pamper,0
4297,pan,1
4298,pandemonium,1
4299,panic,1
4300,panicky,1
4301,paradise,0
4302,paradoxical,1
4303,paradoxically,1
4304,paralize,1
4305,paralyzed,1
4306,paramount,0
4307,paranoia,1
4308,paranoid,1
4309,parasite,1
4310,pardon,0
4311,pariah,1
4312,parody,1
4313,partiality,1
4314,partisan,1
4315,partisans,1
4316,passe,1
4317,passion,0
4318,passionate,0
4319,passionately,0
4320,passive,1
4321,passiveness,1
4322,pathetic,1
4323,pathetically,1
4324,patience,0
4325,patient,0
4326,patiently,0
4327,patriot,0
4328,patriotic,0
4329,patronize,1
4330,paucity,1
4331,pauper,1
4332,paupers,1
4333,payback,1
4334,peace,0
4335,peaceable,0
4336,peaceful,0
4337,peacefully,0
4338,peacekeepers,0
4339,peculiar,1
4340,peculiarly,1
4341,pedantic,1
4342,pedestrian,1
4343,peerless,0
4344,peeve,1
4345,peeved,1
4346,peevish,1
4347,peevishly,1
4348,penalize,1
4349,penalty,1
4350,penetrating,0
4351,penitent,0
4352,perceptive,0
4353,perfect,0
4354,perfection,0
4355,perfectly,0
4356,perfidious,1
4357,perfidity,1
4358,perfunctory,1
4359,peril,1
4360,perilous,1
4361,perilously,1
4362,peripheral,1
4363,perish,1
4364,permissible,0
4365,pernicious,1
4366,perplex,1
4367,perplexed,1
4368,perplexing,1
4369,perplexity,1
4370,persecute,1
4371,persecution,1
4372,perseverance,0
4373,persevere,0
4374,persistent,0
4375,personages,0
4376,personality,0
4377,perspicuous,0
4378,perspicuously,0
4379,persuade,0
4380,persuasive,0
4381,persuasively,0
4382,pertinacious,1
4383,pertinaciously,1
4384,pertinacity,1
4385,pertinent,0
4386,perturb,1
4387,perturbed,1
4388,perverse,1
4389,perversely,1
4390,perversion,1
4391,perversity,1
4392,pervert,1
4393,perverted,1
4394,pessimism,1
4395,pessimistic,1
4396,pessimistically,1
4397,pest,1
4398,pestilent,1
4399,petrify,1
4400,petrified,1
4401,pettifog,1
4402,petty,1
4403,phenomenal,0
4404,phenomenally,0
4405,phobia,1
4406,phobic,1
4407,phony,1
4408,picky,1
4409,picturesque,0
4410,piety,0
4411,pillage,1
4412,pillar,0
4413,pillory,1
4414,pinch,1
4415,pine,1
4416,pinnacle,0
4417,pious,0
4418,pique,1
4419,pithy,0
4420,pitiable,1
4421,pitiful,1
4422,pitifully,1
4423,pitiless,1
4424,pitilessly,1
4425,pittance,1
4426,pity,1
4427,placate,0
4428,placid,0
4429,plagiarize,1
4430,plague,1
4431,plain,0
4432,plainly,0
4433,plausibility,0
4434,plausible,0
4435,playful,0
4436,playfully,0
4437,plaything,1
4438,plea,1
4439,pleas,1
4440,pleasant,0
4441,pleasantly,0
4442,please,0
4443,pleased,0
4444,pleasing,0
4445,pleasingly,0
4446,pleasurable,0
4447,pleasurably,0
4448,pleasure,0
4449,plebeian,1
4450,pledge,0
4451,pledges,0
4452,plentiful,0
4453,plenty,0
4454,plight,1
4455,plot,1
4456,plotters,1
4457,ploy,1
4458,plunder,1
4459,plunderer,1
4460,plush,0
4461,poetic,0
4462,poeticize,0
4463,poignant,0
4464,pointless,1
4465,pointlessly,1
4466,poise,0
4467,poised,0
4468,poison,1
4469,poisonous,1
4470,poisonously,1
4471,polarisation,1
4472,polemize,1
4473,polished,0
4474,polite,0
4475,politeness,0
4476,pollute,1
4477,polluter,1
4478,polluters,1
4479,polution,1
4480,pompous,1
4481,poor,1
4482,poorly,1
4483,popular,0
4484,popularity,0
4485,portable,0
4486,posh,0
4487,positive,0
4488,positiveness,0
4489,positively,0
4490,posterity,0
4491,posturing,1
4492,potent,0
4493,potential,0
4494,pout,1
4495,poverty,1
4496,powerful,0
4497,powerfully,0
4498,powerless,1
4499,practicable,0
4500,practical,0
4501,pragmatic,0
4502,praise,0
4503,praiseworthy,0
4504,praising,0
4505,prate,1
4506,pratfall,1
4507,prattle,1
4508,pre-eminent,0
4509,preach,0
4510,preaching,0
4511,precarious,1
4512,precariously,1
4513,precaution,0
4514,precautions,0
4515,precedent,0
4516,precious,0
4517,precipitate,1
4518,precipitous,1
4519,precise,0
4520,precisely,0
4521,precision,0
4522,predatory,1
4523,predicament,1
4524,preeminent,0
4525,preemptive,0
4526,prefer,0
4527,preferable,0
4528,preferably,0
4529,preference,0
4530,preferences,0
4531,prejudge,1
4532,prejudice,1
4533,prejudicial,1
4534,premeditated,1
4535,premier,0
4536,premium,0
4537,preoccupy,1
4538,prepared,0
4539,preponderance,0
4540,preposterous,1
4541,preposterously,1
4542,press,0
4543,pressing,1
4544,prestige,0
4545,prestigious,0
4546,presume,1
4547,presumptuous,1
4548,presumptuously,1
4549,pretence,1
4550,pretend,1
4551,pretense,1
4552,pretentious,1
4553,pretentiously,1
4554,prettily,0
4555,pretty,0
4556,prevaricate,1
4557,priceless,0
4558,pricey,1
4559,prickle,1
4560,prickles,1
4561,pride,0
4562,prideful,1
4563,primitive,1
4564,principle,0
4565,principled,0
4566,prison,1
4567,prisoner,1
4568,privilege,0
4569,privileged,0
4570,prize,0
4571,pro,0
4572,pro-American,0
4573,pro-Beijing,0
4574,pro-Cuba,0
4575,pro-peace,0
4576,proactive,0
4577,problem,1
4578,problematic,1
4579,problems,1
4580,procrastinate,1
4581,procrastination,1
